Tensión (MPa),Deformación (%),Dureza Brinell,Dureza Rockwell,Dureza Vickers,Tenacidad (MJ/m3),Módulo de Young (GPa),Límite elástico (MPa),Carga máxima (kN),Fuerza de fractura (kN),Alargamiento (%),Reducción de área (%),Velocidad de ensayo (mm/min),Espesor (mm),Diámetro (mm),Ancho de muestra (mm),Altura de muestra (mm),Temperatura (°C),Tiempo de ensayo (s),Peso (kg),Energía absorbida (J),Fatiga (ciclos),Coef. de fricción,Conductividad térmica (W/mK),Densidad (g/cm3),Calor específico (J/kgK),Resistencia a la tracción (MPa),Índice de resiliencia,Viscosidad (Pa·s),Índice de impacto,Índice de fluencia,Presión de trabajo (MPa),Presión de rotura (MPa),Tiempo hasta falla (h),Índice de rigidez,Índice de elasticidad,Índice de eficiencia,Índice de fatiga,Índice de absorción,Índice de desgaste,Índice térmico,Coef. de expansión,Índice de conductividad,Índice de resistencia al corte,Carga de pandeo (N),Torque máximo (Nm),Índice de eficiencia térmica,Índice de módulo de rotura,Coef. de seguridad
141.01,238.85,201.44,15.21,126.04,474.82,486.53,34.39,481.18,253.47,681.24,49.22,331.46,610.02,964.15,29.14,74.08,546.14,202.75,66.67,293.48,636.47,789.03,546.32,136.77,388.67,951.63,613.84,98.74,349.62,137.48,101.75,818.73,627.41,506.51,668.69,361.72,175.46,95.18,799.97,626.92,348.96,848.34,289.53,0.19,840.94,259.94,649.52,912.55
802.22,110.56,258.69,965.02,979.15,336.39,334.11,497.62,333.43,505.08,752.18,334.81,977.24,560.52,324.62,617.78,203.37,957.82,667.56,188.82,639.7,351.88,854.55,61.91,339.57,906.46,230.84,490.55,521.04,936.98,275.18,834.34,35.33,611.42,788.72,247.13,295.0,197.12,851.49,998.47,333.52,759.03,398.92,129.27,73.36,411.41,312.87,535.41,658.66
74.64,354.69,164.79,250.97,673.87,920.54,106.91,154.93,449.18,30.59,503.63,509.34,863.46,914.7,798.72,140.79,92.99,747.67,649.77,410.59,415.79,315.9,920.68,880.92,942.75,855.85,617.09,723.06,588.98,562.57,633.4,382.18,349.43,281.65,29.01,610.49,601.25,16.26,289.49,257.58,427.29,358.17,550.7,754.93,924.12,141.62,613.92,59.09,359.56
986.89,287.31,330.28,676.06,846.9,12.1,238.92,183.0,570.71,131.9,894.07,532.39,323.11,674.47,210.72,945.17,63.26,850.13,901.22,118.28,594.64,611.66,161.3,142.23,502.93,516.07,887.21,560.58,729.91,842.91,976.36,594.87,663.55,411.75,728.11,405.08,221.2,131.93,678.7,61.89,969.74,956.58,706.76,503.54,765.58,107.98,64.58,423.14,357.78
772.27,296.38,756.78,706.66,324.4,552.86,949.29,365.11,435.65,886.6,936.35,267.74,463.83,403.79,545.62,933.1,267.82,354.06,830.81,166.82,420.04,132.95,303.99,673.95,967.43,238.18,624.18,803.59,259.33,760.75,117.91,375.11,130.83,365.54,946.84,635.39,555.99,263.96,508.97,443.06,881.2,994.99,58.39,205.57,835.45,605.64,12.13,9.95,503.0
198.8,233.68,519.43,610.05,676.52,740.69,305.17,432.49,414.91,751.7,807.39,911.61,415.14,862.39,179.93,225.58,571.94,554.41,938.47,445.88,153.08,253.11,860.37,391.26,89.01,193.26,977.42,443.46,841.78,661.2,142.79,401.18,236.02,172.58,499.58,473.92,155.74,721.06,222.4,83.49,463.58,316.89,350.96,750.44,517.06,828.21,130.71,661.91,33.76
5.62,42.19,204.96,312.98,594.28,485.07,168.94,623.21,732.75,422.93,635.63,368.33,149.18,181.14,347.46,614.46,964.69,615.44,868.85,340.24,469.48,42.22,198.62,399.85,477.61,954.09,100.44,491.08,953.15,496.94,368.93,158.94,535.54,477.35,337.78,485.52,579.84,475.82,517.87,178.58,943.07,508.85,729.78,750.39,526.77,900.12,168.79,508.21,926.65
815.48,17.97,877.84,271.17,603.19,85.49,460.73,74.52,685.91,517.2,303.79,45.65,957.82,544.28,931.37,28.1,875.57,321.65,868.71,467.71,690.95,72.7,3.57,764.91,62.5,202.8,439.39,670.0,499.09,2.27,836.24,572.81,953.24,386.72,646.69,735.91,602.42,757.93,69.09,597.34,822.97,557.75,684.65,523.07,298.58,288.8,197.95,126.92,223.39
706.89,987.72,879.59,597.71,682.56,972.46,307.16,503.74,833.29,370.06,982.95,300.3,404.37,950.56,146.18,931.8,875.95,570.29,63.82,429.23,799.3,243.46,870.84,499.51,630.25,808.19,977.37,221.32,760.56,613.51,467.28,546.76,287.41,178.4,916.27,613.76,418.46,486.59,347.28,592.17,901.1,579.44,53.44,275.92,842.77,321.09,773.95,542.24,697.62
729.03,427.83,870.59,866.11,575.4,518.06,35.26,182.71,250.03,740.81,274.21,531.16,875.34,625.44,632.44,523.04,176.15,236.73,845.98,644.51,493.38,19.63,326.52,725.68,78.8,369.03,379.63,385.99,524.9,356.02,321.68,189.44,487.58,449.94,176.85,80.04,382.81,555.64,522.88,43.42,683.01,374.27,237.89,586.32,829.79,100.97,446.91,898.44,777.74
771.29,384.39,238.87,946.74,429.12,614.22,323.21,574.02,609.57,784.21,202.74,408.28,189.44,816.99,592.99,43.32,264.98,143.46,607.52,937.2,165.32,245.49,414.56,505.24,175.45,985.66,739.58,624.88,69.56,117.85,561.25,541.78,399.99,421.9,403.75,65.47,245.53,111.16,228.47,442.96,857.67,166.08,679.99,933.54,392.23,774.43,469.99,340.56,827.4
74.14,679.68,451.29,106.0,276.0,236.69,544.15,637.44,585.24,763.31,442.21,273.92,547.92,653.6,120.83,342.57,76.49,374.03,380.51,107.95,414.75,655.01,446.39,592.95,258.9,368.22,30.5,28.97,326.18,444.68,260.6,973.1,897.41,131.45,156.37,305.08,330.99,776.58,660.22,530.27,891.78,54.66,271.49,51.73,329.33,275.76,644.37,982.37,165.73
358.53,218.33,984.99,154.91,768.6,483.55,551.76,556.75,369.8,722.64,56.93,131.41,24.06,839.39,326.05,76.94,778.49,739.32,56.61,99.35,786.32,61.2,848.29,760.74,748.77,351.58,694.87,437.03,87.58,735.58,401.22,714.44,71.98,131.27,496.7,430.3,498.4,758.15,51.91,268.1,92.11,106.44,814.43,267.02,738.4,480.98,729.14,959.38,536.74
115.96,949.97,772.04,944.74,226.35,429.21,356.62,738.32,486.11,204.58,978.5,819.18,764.24,944.49,563.03,393.01,69.91,916.2,677.71,852.82,412.92,436.79,337.96,607.35,164.05,637.5,934.63,598.89,988.88,961.68,332.67,481.03,566.19,647.54,540.47,275.3,247.73,307.63,484.86,872.06,965.22,901.3,29.6,285.04,26.27,928.9,3.61,785.33,83.77
863.12,786.37,27.26,736.56,692.39,74.99,447.36,335.68,313.85,338.04,588.47,996.15,580.96,272.99,187.26,669.96,556.74,457.77,328.27,506.45,696.56,913.12,892.29,615.65,846.65,961.52,382.77,967.38,229.1,374.17,804.16,916.09,846.14,706.61,944.21,651.49,782.86,328.65,715.02,161.18,333.68,280.45,190.43,631.85,859.96,752.24,856.74,813.82,804.81
623.34,89.5,65.3,883.01,233.41,106.25,965.52,765.13,141.93,469.9,557.0,329.61,625.63,169.74,800.64,469.94,247.95,642.86,467.83,766.43,507.26,791.31,616.98,789.24,131.99,976.21,21.4,877.03,635.94,542.77,924.26,575.36,988.12,941.19,412.57,195.19,709.06,219.76,430.0,253.98,439.96,76.92,281.38,651.2,446.3,52.83,988.44,410.6,486.5
330.96,417.64,463.98,202.71,625.37,837.49,377.41,432.82,213.88,330.86,655.83,381.68,51.82,484.04,972.16,383.78,243.52,103.13,681.76,215.5,241.3,305.51,527.33,949.09,35.34,707.24,28.01,280.81,284.42,851.26,759.6,135.13,698.76,87.1,567.0,704.17,269.38,813.86,874.6,157.08,791.92,623.57,925.3,206.39,441.4,8.25,121.9,402.6,158.57
63.65,879.13,909.23,587.63,747.1,239.9,258.3,484.24,105.6,754.96,497.07,618.08,211.12,701.89,214.84,119.25,990.73,904.47,911.78,828.88,796.17,924.81,325.68,376.78,395.11,754.63,892.03,507.26,653.28,334.07,439.14,547.55,380.0,117.95,885.27,773.17,97.53,747.03,632.23,116.63,664.93,75.4,796.34,216.18,669.11,787.43,651.12,954.4,718.71
311.05,944.74,538.75,701.17,218.79,195.04,243.54,648.14,683.1,329.42,32.16,718.47,74.42,227.27,186.99,245.01,756.8,568.65,825.45,923.85,84.31,329.71,243.79,577.16,979.44,563.45,722.54,56.51,210.48,142.34,504.38,181.06,411.88,51.91,321.47,124.41,0.28,609.19,958.5,878.99,893.07,70.15,884.16,928.22,645.78,552.54,2.51,366.26,331.24
325.25,467.45,497.86,680.14,60.04,504.96,457.82,18.46,660.76,138.32,612.35,392.09,288.99,4.2,454.99,100.23,836.96,780.36,450.65,635.52,524.94,72.61,624.1,86.36,110.43,755.8,106.78,240.83,785.29,281.95,125.16,767.53,351.75,532.28,674.2,650.84,596.76,238.9,284.19,277.93,400.63,621.61,440.54,756.32,266.05,720.36,49.12,96.96,114.6
729.63,613.45,105.56,408.21,131.06,768.77,759.54,654.03,950.61,399.1,716.2,904.94,627.48,343.0,747.79,807.52,572.03,794.46,387.84,105.97,208.97,994.06,446.95,358.87,101.81,859.79,54.68,774.88,110.9,899.13,746.89,967.18,603.65,622.78,757.19,961.44,211.44,171.94,938.8,722.55,373.35,591.44,822.58,934.28,943.28,156.9,285.07,152.79,461.13
637.59,167.12,656.81,15.49,606.04,62.04,206.07,618.62,729.71,979.92,416.81,560.05,566.23,968.86,281.67,135.33,871.03,256.55,239.86,895.31,67.16,870.04,910.52,412.11,751.19,486.15,804.84,123.4,895.16,159.48,596.52,360.88,739.43,403.58,330.6,192.9,12.68,50.36,606.86,428.04,31.79,41.57,853.51,829.68,986.33,872.06,846.42,710.43,235.32
887.22,991.17,822.12,582.97,849.46,576.85,709.33,309.92,52.14,225.96,757.32,450.45,612.19,695.0,19.98,595.41,645.53,529.22,372.49,792.51,502.98,465.99,491.69,835.25,312.23,619.9,809.88,257.76,840.44,329.29,902.45,434.97,819.49,797.92,164.42,909.31,359.15,45.71,745.2,635.91,462.78,460.53,400.02,402.18,526.04,773.35,652.54,383.04,950.23
472.27,231.75,380.48,253.18,45.09,119.3,21.25,85.89,884.26,612.2,227.08,646.71,549.3,401.39,541.27,342.81,946.18,960.48,111.14,750.9,499.61,666.41,511.84,513.44,717.31,537.36,120.61,944.05,678.84,464.69,200.69,421.55,416.65,686.73,502.96,606.09,962.0,187.22,902.17,928.18,724.1,435.82,994.46,122.0,561.42,890.85,445.88,199.42,361.43
119.68,942.74,775.63,450.31,734.18,36.56,418.99,91.03,862.69,433.03,221.35,952.81,273.1,192.66,956.6,226.06,281.41,89.73,971.11,36.82,706.93,671.26,416.78,731.09,200.09,562.51,301.59,823.87,67.51,847.13,759.75,285.37,716.74,985.84,356.87,590.99,689.97,100.62,551.24,844.62,301.25,546.73,851.25,629.59,554.36,341.16,438.65,813.8,572.5
713.27,649.68,964.48,957.59,341.38,52.84,775.89,923.23,443.38,71.12,161.5,794.57,244.58,356.15,391.34,639.5,595.36,683.08,573.96,798.98,744.78,194.56,789.28,19.11,460.13,890.06,780.05,781.85,208.65,937.72,684.7,794.2,916.23,137.98,266.54,52.02,857.78,556.15,862.19,69.08,462.78,737.87,974.1,352.06,485.84,275.78,466.11,488.72,948.37
760.81,607.78,203.85,399.1,478.58,834.18,338.8,689.31,585.9,487.93,372.06,40.11,137.15,169.92,420.19,457.06,690.16,962.27,127.89,138.04,727.82,200.13,424.9,464.55,265.36,355.68,525.46,864.57,859.38,425.87,265.92,617.77,920.83,58.41,973.42,748.33,144.82,358.15,541.74,845.22,219.48,282.87,866.51,425.47,945.19,151.82,311.1,567.68,393.78
561.32,512.74,523.38,839.82,928.87,118.06,563.78,127.19,976.08,702.19,847.03,332.38,849.09,106.4,968.9,400.21,393.0,300.65,352.87,222.46,409.62,469.63,269.42,901.33,451.58,208.26,956.59,749.63,122.06,931.96,667.41,64.15,704.06,274.88,502.2,478.33,73.38,445.0,599.24,451.88,772.81,432.84,776.23,425.94,244.83,930.1,877.73,154.03,358.19
770.99,230.75,287.21,188.62,332.04,45.25,205.06,356.79,532.35,513.27,827.93,470.6,616.52,906.75,694.64,592.89,879.72,861.46,547.08,577.18,631.73,911.58,862.04,224.39,769.12,456.33,481.11,120.67,156.02,161.54,924.38,838.82,636.94,19.15,856.49,721.2,11.63,594.11,445.15,350.21,60.61,792.76,943.85,936.53,108.05,176.91,567.91,192.83,162.49
493.85,176.61,792.88,672.49,465.39,437.96,742.02,592.52,905.33,872.12,382.89,314.59,186.59,997.65,719.2,491.32,979.81,933.66,532.93,265.05,576.99,10.09,596.87,31.62,762.03,208.16,676.99,516.61,544.05,156.94,918.44,187.17,531.57,932.62,195.4,809.2,955.67,659.14,145.72,672.42,705.41,922.56,419.88,68.96,929.55,119.41,484.0,125.94,938.31
522.78,220.56,577.64,977.01,13.78,844.01,52.37,835.59,83.13,289.01,589.16,700.22,177.29,164.2,562.75,303.55,493.82,747.11,35.6,661.38,421.62,782.53,591.55,433.47,515.82,498.45,509.83,444.3,274.25,949.26,719.65,979.15,183.28,304.02,939.45,523.84,300.27,648.24,553.55,950.21,379.0,891.33,783.36,193.18,213.12,192.76,465.13,514.59,800.76
427.6,186.52,634.62,101.98,81.69,262.48,852.56,43.76,191.13,86.34,720.84,826.29,873.05,54.62,974.61,559.11,390.7,231.41,950.85,608.11,597.25,57.62,610.86,704.46,928.38,903.52,942.97,311.22,222.15,509.73,48.17,376.73,123.72,552.47,794.45,263.72,459.56,260.93,977.45,94.23,41.69,477.68,212.97,607.98,749.18,771.4,935.83,775.68,221.09
25.52,779.61,797.93,8.42,258.67,421.77,198.28,236.71,440.81,936.57,241.28,731.37,742.76,329.8,688.9,669.53,471.99,334.07,275.45,108.24,947.25,478.27,718.87,454.52,263.86,617.47,398.72,834.06,575.86,185.99,872.28,616.49,485.76,318.14,808.71,141.66,394.58,809.65,787.21,768.1,853.48,520.91,732.82,883.77,203.95,889.54,723.69,732.31,332.74
107.98,350.19,396.03,433.64,27.95,40.02,874.41,889.76,584.8,378.26,168.22,989.33,659.43,461.71,895.04,26.79,852.75,35.91,16.28,656.05,192.97,637.91,313.14,460.03,240.39,855.45,229.87,464.19,372.64,488.04,657.81,77.92,159.53,245.88,389.83,160.59,730.48,917.72,747.52,203.59,487.77,529.15,785.37,917.95,960.19,810.93,144.9,261.3,914.92
31.53,57.94,915.1,92.72,631.41,449.13,352.59,9.26,816.25,576.45,972.1,272.62,406.92,204.9,699.41,465.93,645.5,831.47,76.54,923.96,905.78,686.79,33.94,669.84,613.85,166.27,326.7,60.39,140.65,783.23,310.5,344.73,577.04,152.45,485.69,866.95,310.03,316.01,643.34,380.2,599.36,868.73,716.55,558.74,791.14,563.28,437.03,851.57,537.33
636.45,969.11,533.08,748.41,426.46,577.66,722.71,201.48,988.26,792.02,617.6,875.0,262.05,301.49,735.14,57.78,44.87,849.63,580.24,161.19,53.55,58.57,810.61,254.46,621.33,900.88,852.79,275.04,534.9,826.94,187.33,802.37,645.74,320.43,593.39,123.67,535.5,17.16,347.97,873.84,732.06,839.96,849.83,34.66,918.73,993.88,288.44,105.75,556.38
314.42,883.8,158.04,914.56,548.19,570.95,319.29,959.03,388.91,324.38,981.42,766.65,979.45,200.95,290.48,186.49,542.22,632.75,137.87,597.1,308.46,418.66,128.99,751.91,46.64,601.83,497.99,228.7,387.07,863.98,116.29,477.26,525.66,615.46,789.79,384.76,995.58,899.16,169.7,545.84,655.11,311.6,413.39,362.94,950.99,68.95,986.87,114.14,648.18
508.62,927.76,695.93,434.08,174.73,332.49,905.92,613.44,47.51,716.19,337.82,362.24,797.26,774.28,303.55,560.55,17.4,352.59,41.82,341.93,288.22,583.88,721.85,153.2,607.82,31.86,354.32,887.49,734.54,569.61,50.33,904.61,36.52,971.62,849.07,334.34,444.12,923.56,224.63,67.55,730.88,162.93,544.81,918.84,84.52,867.2,415.45,849.32,762.19
907.58,994.91,793.28,258.79,296.0,315.6,126.72,261.75,801.19,135.51,703.06,734.15,301.85,712.61,783.01,866.2,778.56,76.9,379.69,459.67,626.4,66.14,82.41,395.81,374.5,633.16,544.31,647.47,102.85,866.96,754.13,575.18,57.82,558.14,78.14,865.47,551.32,51.04,6.42,508.1,762.31,379.04,10.77,499.99,433.45,427.77,67.96,244.5,939.29
249.37,173.98,316.83,434.46,663.86,106.71,178.6,67.08,604.42,291.36,222.68,104.17,847.58,634.99,296.78,882.82,328.38,753.08,622.8,287.07,131.31,135.18,375.37,656.04,747.47,951.4,133.32,560.42,620.65,510.08,235.92,928.58,113.43,532.76,904.07,477.75,502.58,5.06,673.51,789.66,589.19,288.48,146.14,726.64,648.14,455.18,411.27,708.15,802.24
410.44,396.3,857.19,723.48,965.31,366.86,493.08,28.29,198.62,144.8,261.27,789.35,758.96,387.28,562.81,70.04,472.06,726.55,111.93,354.2,882.36,663.68,63.12,828.39,808.12,79.26,5.46,506.7,436.55,607.1,24.35,982.61,153.73,35.36,937.5,996.45,803.21,816.42,811.9,528.93,365.7,950.79,644.23,269.27,802.48,127.68,321.42,9.18,934.56
755.58,758.26,906.15,9.15,50.51,99.58,82.03,244.82,494.88,811.25,511.95,532.38,297.15,909.05,249.43,419.16,798.7,912.61,313.4,29.01,828.57,521.69,522.26,791.55,552.2,582.5,280.66,650.15,406.12,758.74,397.33,453.95,989.88,840.12,592.93,737.08,266.91,301.53,268.98,166.97,243.22,265.99,562.36,25.1,241.55,33.53,599.62,93.69,820.63
228.88,696.05,276.98,589.5,890.4,766.62,196.06,881.5,742.34,222.73,319.69,292.36,426.61,969.54,817.0,583.05,46.54,730.56,417.82,981.55,652.1,161.91,653.17,721.71,1.8,915.49,605.05,754.9,232.36,425.49,482.66,565.2,344.56,44.94,186.83,850.94,170.52,914.59,91.94,445.1,902.91,181.29,197.41,578.4,914.61,316.7,226.16,609.33,46.53
77.07,153.98,983.52,613.33,576.92,966.28,943.77,415.97,770.43,717.43,167.7,655.81,186.03,173.72,110.59,147.16,158.63,828.71,159.54,624.84,458.47,535.29,171.52,359.16,636.4,9.79,711.71,554.43,30.52,73.67,169.31,834.94,292.04,906.24,818.43,98.76,754.12,216.82,335.79,924.35,969.93,899.49,243.54,835.0,221.05,174.94,36.07,182.5,117.62
289.82,815.85,140.8,637.72,563.96,970.08,976.49,720.36,499.67,943.3,262.95,641.66,111.14,223.09,829.46,765.46,398.02,745.98,506.12,500.76,932.96,912.7,371.69,122.39,748.91,630.95,826.63,938.29,847.7,350.23,44.14,221.61,52.36,538.72,548.63,253.18,415.68,861.17,292.12,658.24,357.73,86.57,344.15,990.27,866.19,483.39,95.97,28.31,884.9
161.31,224.52,202.1,242.1,500.33,865.08,376.32,918.29,305.28,527.82,35.84,209.57,722.79,525.68,602.77,744.26,230.0,630.72,85.31,383.78,830.76,15.69,930.25,216.91,249.06,474.95,926.67,976.84,326.48,623.98,189.21,861.64,635.36,168.55,817.21,135.53,913.73,68.74,450.93,729.91,112.4,260.34,716.44,846.64,512.76,147.42,283.22,467.0,27.79
929.7,223.9,184.31,714.08,69.49,600.83,923.29,408.1,973.75,540.08,704.45,30.49,267.59,91.34,186.99,903.35,337.97,427.02,46.61,539.42,499.37,642.67,442.44,864.85,464.7,347.05,412.17,995.34,681.12,192.41,679.13,591.96,652.23,451.76,814.83,463.68,644.19,260.71,264.18,785.96,222.62,439.17,609.76,554.04,515.47,138.01,348.39,330.59,794.2
808.14,537.02,894.0,91.48,89.97,700.9,544.87,191.36,663.4,461.09,492.17,433.68,820.08,436.5,542.08,8.59,998.17,902.13,519.88,380.17,701.9,73.74,802.56,857.35,965.73,627.57,740.54,669.42,947.59,148.47,82.34,725.53,175.53,994.98,86.82,718.32,564.39,973.13,339.8,90.78,670.7,595.15,69.66,608.77,374.07,876.99,834.47,802.28,849.86
633.44,592.98,654.33,199.35,600.95,285.28,269.82,517.17,408.3,325.96,94.33,569.55,995.61,581.83,282.57,216.76,825.43,651.0,247.97,359.97,566.97,6.55,927.19,951.57,298.19,52.8,74.77,932.63,565.03,293.15,555.08,79.95,919.25,305.15,607.06,169.15,70.55,231.27,907.56,581.58,173.02,327.74,759.96,824.18,103.59,921.3,270.14,818.85,415.52
871.47,580.13,152.19,877.48,341.02,630.81,702.43,908.09,280.54,475.71,171.78,876.62,76.71,522.12,323.53,827.2,883.91,398.42,95.46,464.0,587.98,150.74,974.35,76.08,223.23,753.09,57.62,404.54,397.21,32.21,146.5,766.21,800.51,269.53,483.2,130.26,730.44,133.1,334.9,375.98,780.14,496.28,262.73,19.91,347.16,964.22,31.59,614.46,354.92
803.69,91.58,440.38,738.75,917.28,455.7,658.94,804.39,731.13,602.85,102.62,928.22,473.09,330.98,351.59,670.61,937.06,83.56,423.97,276.06,331.04,422.96,898.33,536.86,210.93,4.58,124.89,859.61,268.35,743.45,195.77,310.86,230.4,118.09,946.12,614.65,686.07,857.07,785.54,139.25,923.04,198.91,671.79,951.65,426.79,680.53,780.76,293.1,194.48
186.65,877.47,615.34,13.84,406.65,482.07,989.13,65.92,242.26,985.99,612.63,528.85,802.08,542.49,63.41,894.4,341.0,290.78,915.15,180.13,462.14,802.36,317.47,648.72,558.84,307.01,448.62,909.18,934.05,258.79,393.14,805.25,485.9,597.18,296.71,230.39,640.11,117.89,625.87,202.79,963.66,574.32,123.45,531.27,479.07,771.04,868.93,461.68,49.01
892.57,265.67,83.56,248.45,143.37,757.8,265.12,692.6,171.79,937.77,94.3,753.83,788.97,958.81,985.96,57.27,297.15,543.77,724.22,556.65,78.21,281.86,962.58,710.69,949.79,504.01,211.36,904.15,682.11,124.33,100.92,509.2,458.45,89.32,206.08,479.38,267.98,97.55,337.6,781.18,9.42,407.88,997.92,952.06,739.12,835.8,492.36,702.29,745.41
539.39,129.6,882.43,214.49,714.75,281.99,672.09,571.94,529.88,862.17,754.31,439.36,760.02,206.1,31.63,597.0,234.14,275.71,815.63,842.78,357.41,625.71,812.41,643.9,608.73,377.08,287.0,830.86,665.31,699.16,173.29,274.69,348.59,766.03,897.1,51.21,946.74,323.49,817.81,161.57,958.16,849.27,80.43,764.54,352.13,658.96,285.0,69.4,73.82
807.46,888.76,803.62,270.88,293.42,318.11,52.12,907.47,290.06,889.14,20.61,746.11,349.06,654.87,662.53,569.09,830.13,221.31,871.93,152.91,695.86,411.22,837.19,770.03,303.39,307.55,647.92,406.66,426.22,842.94,349.02,952.76,817.65,919.23,148.8,680.64,321.72,635.36,595.12,312.49,740.22,415.79,741.76,152.4,406.65,330.31,772.16,332.56,944.68
896.1,955.66,505.26,247.64,525.52,924.65,113.73,122.57,628.94,467.9,249.45,204.88,453.91,43.49,371.29,35.77,679.58,527.44,972.63,32.83,953.22,234.41,15.27,359.54,638.61,830.85,358.59,158.99,845.06,19.97,329.74,765.09,109.35,931.88,686.55,541.36,152.32,710.78,8.72,284.94,84.14,443.87,541.38,165.34,906.11,156.47,9.0,822.39,296.81
318.07,862.14,967.13,62.62,697.86,56.32,4.02,534.08,118.03,657.48,890.68,371.13,595.01,66.51,646.05,513.57,236.25,169.9,763.27,246.89,963.07,514.3,954.24,179.51,624.88,934.84,557.42,334.02,713.7,233.68,749.3,985.69,415.37,108.01,300.09,647.46,987.2,881.25,68.82,48.73,415.3,592.22,86.03,353.71,752.59,237.35,924.04,406.09,794.26
110.14,809.54,417.82,458.99,900.27,485.69,999.46,879.47,654.98,895.08,718.56,634.26,973.94,551.87,356.31,609.56,377.06,800.43,608.45,979.72,555.77,797.48,778.11,204.66,596.97,873.73,412.46,767.31,283.25,945.24,74.87,364.53,428.09,558.31,567.89,275.48,746.27,540.96,752.66,462.21,700.08,123.26,26.91,264.06,22.95,840.43,865.55,624.71,59.78
228.01,655.28,984.11,732.76,792.21,912.81,802.29,410.08,283.37,393.01,73.06,18.26,327.61,105.03,673.78,191.37,506.76,484.42,365.49,828.78,606.66,832.51,767.99,12.08,159.51,522.48,169.05,232.96,599.62,385.32,860.46,649.25,468.78,97.2,616.26,278.68,414.85,393.48,446.58,765.95,956.69,156.88,362.73,439.35,812.11,696.13,544.88,96.42,536.33
427.17,550.9,667.95,606.77,676.39,610.4,786.74,482.05,0.34,961.77,821.14,722.49,923.15,22.44,729.26,273.4,528.19,573.91,181.73,595.91,185.8,846.53,81.62,350.39,634.6,884.18,74.11,478.32,430.25,938.6,816.25,611.63,861.36,572.06,417.43,801.38,935.92,358.9,405.57,22.25,164.22,790.26,802.24,603.94,989.94,455.85,277.65,777.07,349.16
818.03,87.08,634.71,672.9,679.67,546.45,509.78,70.55,127.02,415.84,493.09,835.55,269.43,171.6,690.58,640.38,888.74,147.47,686.69,929.26,695.34,338.62,232.65,91.83,430.22,920.87,236.31,565.44,6.69,274.29,766.02,687.59,218.25,815.0,974.97,718.59,91.21,846.92,145.91,112.64,127.82,273.49,41.25,436.64,939.77,29.5,32.94,100.56,30.1
860.74,408.51,166.04,81.24,945.93,249.82,300.14,278.22,933.62,601.12,846.8,399.2,989.08,564.89,114.05,468.35,380.63,324.64,994.95,445.33,70.75,793.48,962.27,321.56,18.69,409.3,57.79,603.9,807.64,218.15,309.44,38.41,103.01,537.84,131.92,579.77,87.75,723.84,157.4,720.21,472.4,684.73,704.43,56.51,835.97,266.28,999.82,861.54,655.83
7.05,372.75,881.94,951.5,295.89,343.34,151.35,324.57,867.37,709.83,600.78,448.0,670.3,703.37,656.93,858.03,908.53,410.15,467.41,983.28,284.76,212.26,500.73,628.25,539.81,283.52,618.65,935.73,122.92,214.19,822.9,291.79,617.85,872.07,391.46,628.18,682.48,905.44,797.77,593.62,968.1,97.52,655.41,975.63,629.21,728.92,762.1,106.69,943.17
510.8,259.83,427.55,838.51,1.21,852.06,284.75,945.13,233.69,950.6,681.86,851.3,463.57,202.56,280.06,342.45,441.42,808.23,723.71,296.37,668.4,738.45,397.92,894.49,989.27,98.36,795.74,661.53,510.0,85.32,182.88,909.35,173.92,801.69,430.45,94.13,178.05,964.04,829.03,715.28,971.38,821.86,265.61,425.18,278.26,512.44,338.78,890.9,10.85
417.47,723.45,162.32,805.11,272.03,559.26,376.03,282.74,778.39,244.69,993.5,775.68,613.43,668.29,28.9,266.73,746.4,770.18,495.14,240.38,310.38,948.39,839.96,839.62,349.8,479.14,339.81,786.32,336.29,896.44,124.5,423.88,75.02,276.62,631.08,856.19,917.15,300.12,560.05,230.18,227.99,988.23,77.58,851.09,654.47,435.59,19.37,363.83,270.51
222.19,495.93,12.71,823.0,217.97,514.79,756.33,460.92,608.61,746.16,232.41,288.22,272.6,182.56,414.89,984.87,930.26,223.06,431.99,638.08,49.94,13.84,87.43,252.75,965.56,946.3,387.17,581.92,342.15,979.84,45.05,960.65,426.71,630.14,407.32,769.93,840.38,529.72,295.2,803.79,319.42,373.75,915.33,74.05,695.62,313.75,639.33,624.57,703.64
119.95,81.14,559.8,932.72,661.87,99.67,539.71,671.34,970.91,520.86,623.98,324.04,274.25,613.5,433.6,911.14,907.58,616.22,410.36,378.22,831.89,440.42,417.0,134.17,96.3,560.95,816.21,833.6,477.42,954.51,939.32,213.58,219.72,7.51,97.13,590.53,306.44,631.86,932.71,479.92,908.04,505.58,300.42,810.08,281.63,606.97,986.91,846.57,871.27
